RT,SR,A1,T1,AD,FD,ID,CL,AB,DB,LA,DS
Patent,1,赵永仙;赵乐;陈骏逸;王辉,一种石墨烯/全同聚丁烯-1复合材料及其制备方法,266061 山东省青岛市松岭路99号青岛科技大学高分子学院,2014-03-12,CN103627094A,发明专利,"本发明公开了一种由0~5份石墨烯和100份全同聚丁烯-1的复合材料,石墨烯作为成核剂,提高了基体全同聚丁烯-1的结晶温度和速率。本发明还公开了该复合材料的熔融共混和新型溶解-絮凝制备方法,新型溶解-絮凝法包括以下步骤：(1)将石墨烯加入有机溶剂并超声分散,得到石墨烯悬浮液；(2)将全同聚丁烯-1溶于另一种有机溶剂后与石墨烯悬浮液混合,制备出复合材料。本发明的优点是所制备的石墨烯/全同聚丁烯-1复合材料的结晶温度升高和速率增快,并扩展了溶解-絮凝法。",中国专利,,CNKI
Patent,1,汤龙程;万艳君;赵丽;裴勇兵;陈利民;吴连斌;蒋剑雄,一种功能化氧化石墨烯/环氧树脂纳米复合材料的制备方法,310036 浙江省杭州市下沙经济开发区学林路16号,2014-03-12,CN103627139A,发明专利,"本发明涉及聚合物基纳米复合材料技术领域,为有效解决石墨烯在环氧树脂中的分散以及界面问题,本发明提出了一种功能化氧化石墨烯/环氧树脂纳米复合材料的制备方法,将硅烷偶联剂改性的氧化石墨烯(f-GO)先超声处理20～40分钟分散在有机溶剂中,然后加入环氧树脂,混合后得到母料,在真空条件下除去有机溶剂,再加入固化剂混合,高温固化得到功能化氧化石墨烯/环氧树脂纳米复合材料,本发明制备的石墨烯/环氧树脂纳米复合材料能有效地提高环氧树脂的力学和热学性能,包括强度、刚度、韧性以及热稳定性。",中国专利,,CNKI
Patent,1,曾尤;郑雅轩;英哲;马超群;任文才;刘畅;成会明,一种含有石墨烯的高导热硅橡胶复合材料及其制备方法,110016 辽宁省沈阳市沈河区文化路72号,2014-03-12,CN103627179A,发明专利,"本发明属于导热高分子复合材料领域,特别涉及了一种含有石墨烯的高导热硅橡胶复合材料及其制备方法。复合材料由基体、导热填料和硫化剂组成,先在室温条件下混炼,得到混炼胶料；所得混炼胶料经平板硫化机热压成型及进行一段硫化,再放入干燥箱中二段硫化,得到高导热硅橡胶复合材料。由于石墨烯具有高热导率以及独特的二维片层结构,易于在复合材料中形成连通的导热网络,显著提高了硅橡胶复合材料的热导率,本发明硅橡胶石墨烯复合材料的热导率为0.3W/m·K～1.5W/m·K,而且可以降低硅橡胶材料的硬度。本发明高导热硅橡胶复合材料的制备工艺简单,生产效率高,易于实现工业化规模生产,同时本发明为石墨烯的批量应用指出了方向。",中国专利,,CNKI
Patent,1,张泽汇;武培怡,一种石墨烯/碳复合材料的制备方法,200433 上海市杨浦区邯郸路220号,2014-03-12,CN103626151A,发明专利,"本发明涉及一种制备石墨烯/碳复合材料的方法。这种方法的主要特征在于：利用天然的化合物在水热条件下生成水热碳对氧化石墨烯进行包覆,从而原位的制备石墨烯的碳包覆材料。这种方法操作非常简便,对环境友好,所用原料简单易得,具有大规模制备潜力,具有广阔的应用前景。",中国专利,,CNKI
Patent,1,周明杰;钟辉;王要兵,一种石墨烯及其制备方法和在电化学电容器中的应用,518000 广东省深圳市南山区南海大道海王大厦A座22层,2014-03-12,CN103626156A,发明专利,"本发明提供了一种石墨烯的制备方法,该方法以二氧化硅纳米小球为载体,通过层层自组装的方式制得石墨烯,避免了石墨烯片层堆叠在一起而引起的团聚问题。本发明还提供了由该制备方法制得的石墨烯,该石墨烯具有大的比表面积和储能容量。以及,本发明提供了该石墨烯在电化学电容器中的应用,使用了该石墨烯的电化学电容器电极材料具有较高的储能容量和优异的倍率性能。",中国专利,,CNKI
Patent,1,周明杰;袁新生;王要兵,一种石墨烯纳米带的制备方法,518000 广东省深圳市南山区南海大道海王大厦A座22层,2014-03-12,CN103626157A,发明专利,"本发明提供了一种石墨烯纳米带的生产方法,包括以下步骤：将碳纳米管依次加入酸溶液和碱溶液中并搅拌,过滤后清洗,用有机溶剂进行浸泡及超声处理,过滤后干燥,得到预处理后的碳纳米管；在惰性气体保护下,将预处理后的碳纳米管加热至1000～1200℃后保温3～5分钟,然后迅速转移至-70～-200℃的低温环境中放置5～30min,再在惰性气氛中快速放入温度为1000～1200℃的马弗炉中保温0.5～30min,接着在惰性气体保护下冷却到室温,得到石墨烯纳米带。本发明中石墨烯纳米带的长径比可以通过碳纳米管的直径及长度的调整来控制,制备过程时间短,生产效率高,成本低；石墨烯纳米带保持了碳纳米管原有的优良性能。",中国专利,,CNKI
Patent,1,刘兆平;曹海亮;周旭峰;唐长林,氮掺杂石墨烯的制备方法及其应用,315201 浙江省宁波市镇海区庄市大道519号,2014-03-12,CN103626158A,发明专利,"本发明提供了一种氮掺杂石墨烯的制备方法及其在超级电容器中的应用,氮掺杂石墨烯的制备方法具体为：将碳材料与含有活性氮元素的化合物置于密闭容器中,加热至100~300℃,得到氮掺杂石墨烯。制备氮掺杂石墨烯的过程中,在加热条件下,将含有活性氮元素的化合物中的氮元素掺杂进碳材料中,从而得到氮掺杂石墨烯。本发明采用上述方法制备氮掺杂石墨烯,避免了采用较高的反应温度,制备条件温和且生产成本较低。将本发明制备的氮杂石墨烯应用于超级电容器的电极材料,电流密度5A/g时,超级电容器的比容量可达190F/g；循环10000次,容量保持率为96.3%。",中国专利,,CNKI
Patent,1,周明杰;钟辉;王要兵,石墨烯的制备方法,518100 广东省深圳市南山区南海大道海王大厦A座22层,2014-03-12,CN103626161A,发明专利,"一种石墨烯的制备方法,包括如下步骤：将氧化石墨加入水中超声分散形成氧化石墨烯悬浮液；将所述石墨烯悬浮液在气压为0.3MPa~0.6MPa,温度为150℃~200℃的环境下,保持12小时~24小时,冷却后过滤并干燥得到固体物；及在通入保护性气体的条件下,将所述固体物的温度升高至400℃~600℃,并保持0.5小时~2小时,得到石墨烯。通过上述石墨烯的制备方法制备的石墨烯比表面积较大。",中国专利,,CNKI
Patent,1,周明杰;王要兵;袁新生;钟辉,石墨烯的制备方法,518100 广东省深圳市南山区南海大道海王大厦A座22层,2014-03-12,CN103626162A,发明专利,"一种石墨烯的制备方法,包括：将石墨分散在离子液体中,形成石墨与离子液体混合物；将所述石墨与离子液体混合物置于球磨容器中,加入球磨球,进行球磨,得到浆料；将所述浆料从所述球磨容器取出,分离所述球磨球,再离心分离得到石墨烯溶液；将所述石墨烯溶液依次进行过滤、洗涤和干燥处理,得到石墨烯。该方法利用离子液体为溶剂,通过球磨法获得的石墨烯有很好的分散性,有效防止石墨烯再次团聚,使得反应量大,产率高,获得的石墨烯的比表面积高。",中国专利,,CNKI
Patent,1,周明杰;王要兵;袁新生;钟辉,石墨烯的制备方法,518100 广东省深圳市南山区南海大道海王大厦A座22层,2014-03-12,CN103626163A,发明专利,"一种石墨烯的制备方法,包括如下五个步骤：步骤一：将石墨与氯化物插层剂混合得到反应物,将所述反应物于温度460℃~550℃下反应得到中间产物；步骤二：将所述中间产物清洗、干燥后得到纯净的插层石墨；步骤三：将插层石墨、离子液体混合后形成插层石墨和离子液体的混合物,超声处理所述混合物；步骤四：将经过超声处理的混合物过滤、清洗,得到石墨烯；步骤五：真空干燥。上述石墨烯的制备方法操作简单,生产效率较高,易于实现工业化。",中国专利,,CNKI
Patent,1,周明杰;王要兵;袁新生;钟辉,石墨烯的制备方法,518100 广东省深圳市南山区南海大道海王大厦A座22层,2014-03-12,CN103626164A,发明专利,"一种石墨烯的制备方法,包括如下五个步骤：步骤一：将石墨与氯化物插层剂混合得到反应物,将所述反应物于温度460℃~550℃下反应得到中间产物；步骤二：将所述中间产物清洗、干燥后得到纯净的插层石墨；步骤三：将插层石墨、离子液体混合后形成插层石墨和离子液体的混合物,将所述插层石墨与离子液体的混合物置于恒定磁场中,进行离心处理；步骤四：将所述离心处理后得到的沉淀物进行清洗,得到石墨烯；步骤六：真空干燥。上述石墨烯的制备方法操作简单,生产效率较高,易于实现工业化。",中国专利,,CNKI
Patent,1,周明杰;王要兵;袁新生;钟辉,石墨烯的制备方法,518100 广东省深圳市南山区南海大道海王大厦A座22层,2014-03-12,CN103626165A,发明专利,"一种石墨烯的制备方法,包括如下步骤：步骤一,插层石墨的制备,在惰性气体保护环境中,将石墨与金属插层剂进行混合,在真空条件下进行反应得到插层石墨；步骤二,超声处理,将所述插层石墨加入离子液体中得到混合物,对所述混合物进行超声处理,生成中间产物；步骤三,所述中间产物经过滤、洗涤得到石墨烯；步骤四：真空干燥。上述石墨烯的制备方法操作简单,且操作较为安全,易于实现工业化。",中国专利,,CNKI
Patent,1,周明杰;王要兵;袁新生;钟辉,石墨烯的制备方法,518100 广东省深圳市南山区南海大道海王大厦A座22层,2014-03-12,CN103626166A,发明专利,"一种石墨烯的制备方法,包括如下步骤：步骤一,工作电极的制备,将石墨压制于不锈钢集流体上,作为三电极体系的工作电极；步骤二,插层石墨的制备,采用三电极体系制备插层石墨；步骤三,清洗,用去离子水清洗插层石墨；步骤四,真空干燥；步骤五,微波剥离,取干燥好的插层石墨,按一定质量体积比加入离子液体,放入微波炉里进行剥离；步骤六,洗涤,用有机溶剂过滤后,用去离子水清洗至PH值为中性；步骤七,真空干燥。上述石墨烯的制备方法操作简单,易于实现工业化；且上述石墨烯的制备方法制备出的石墨烯的产率较高,且石墨烯的单层率高达60%以上。",中国专利,,CNKI
Patent,1,张玉清;张航;赫玉欣;姚大虎;郑喜俊,一种石墨烯的制备方法,471003 河南省洛阳市涧西区西苑路48号,2014-03-12,CN103626167A,发明专利,"本发明公开了一种石墨烯的制备方法,包括以下步骤：1)将石墨加入浓硫酸中并分散,后依次加入高锰酸钾和硝酸钠；2)加入蒸馏水,搅拌均匀后加入双氧水,得亮黄色的反应体系A；3)调节反应体系A的pH为6,超声分散2～5h,得分散体系；4)向分散体系中加入高沸点有机溶剂和还原剂,搅拌反应5～10h,得反应体系B；5)将反应体系B静置分层,用去离子水将有机层洗涤至无硫酸根离子,过滤并冷冻干燥,即得。本发明的石墨烯的制备方法,省去了氧化石墨过滤、洗涤、干燥等步骤,节省大量的分离时间和洗涤用水,具有省时、省工、节约用水、减少污染、成本低、制备量大的优点。",中国专利,,CNKI
Patent,1,余泉茂,一种石墨烯/氧化石墨烯的制备方法,330013 江西省南昌市昌北开发区枫林大道3号,2014-03-12,CN103626168A,发明专利,"一种石墨烯/氧化石墨烯的制备方法,包括如下步骤：a、采用酸素石墨或处理后酸素石墨为原料,对原料进行高温处理和原位还原处理,制备氧化石墨烯不进行还原处理；b、加入分散剂和非化学键修饰剂；c、通过机械剥离,然后分离得到石墨烯/氧化石墨烯。它具有明显的理论和工艺创新性；原料便宜且易于大量获取；制备方法的工艺绿色无污染；制备工艺设备相对简单、易操作,工艺易控制,容易规模化生产；制备出的石墨烯/氧化石墨烯性能优异、缺陷少；石墨烯/氧化石墨烯制备成本显著降低。",中国专利,,CNKI
Patent,1,丁ﾕC明;李岩;刘娟,一种石墨烯量子点的制备方法,200241 上海市闵行区东川路500号,2014-03-12,CN103626169A,发明专利,"本发明公开了一种石墨烯量子点的制备方法,该方法利用1-甲基-2-吡咯烷酮较强的剥片作用,在该溶剂中与石墨粉直接反应,制得石墨烯量子点混合物,高速离心得到石墨烯量子点。本发明简单,原料低廉,设备简易；并且所得材料尺寸均一,热稳定性良好。",中国专利,,CNKI
Patent,1,彭淑鸽;刘翠云;吴云骥,一种石墨烯/聚苯胺纳米复合材料、制备方法及应用,471003 河南省洛阳市涧西区西苑路48号,2014-03-05,CN103613755A,发明专利,"本发明公开了一种石墨烯/聚苯胺纳米复合材料、制备方法及应用,属于纳米复合材料制备技术领域。本发明首先将含有双键的硅烷偶联剂接枝在氧化石墨的表面,进而还原得到在有机溶剂中分散性良好且表面含有双键官能团的石墨烯片,再引入苯胺单体,实现原位聚合,将聚苯胺纳米棒通过共价作用与石墨烯表面结合在一起构建石墨烯基复合材料,不仅可以发挥无机材料和有机材料复配的优势,还能改善石墨烯在极性溶剂中的分散性,具有良好的电化学活性和生物相容性。且制备工艺简单,生产成本低,适于工业化生产应用。该纳米复合材料可以作为催化剂载体材料,诱导金属纳米簇原位生长,不仅能控制纳米簇的负载量,还能实现纳米簇的均匀生长。",中国专利,,CNKI
Patent,1,侯峰;徐姗姗,低缺陷石墨烯-氧化硼纳米晶体复合材料的制备方法,300072 天津市南开区卫津路92号,2014-03-12,CN103626173A,发明专利,"本发明公开了一种低缺陷石墨烯-氧化硼纳米晶体复合材料的制备方法：将石墨片或石墨烯片或氧化石墨或其任意比例的混合物与硼酸按照质量比为2∶1～6∶1配料,加入N-甲基吡咯烷酮有机溶剂,使其固体含量为0.1mg/mL～0.8mg/mL,常温条件下进行超声剥离；再将得到的液体进行离心45min,取上层清液；随后将得到的上层清夜再一次进行超声剥离和离心,即制备出低缺陷石墨烯-氧化硼纳米晶体复合材料。本发明条件温和、工艺简单、能耗低,并且制备出了低缺陷石墨烯和氧化硼纳米晶体。",中国专利,,CNKI
Patent,1,周明杰;王要兵;袁新生;钟辉,石墨烯的制备方法,518100 广东省深圳市南山区南海大道海王大厦A座22层,2014-03-12,CN103628082A,发明专利,"一种石墨烯的制备方法,包括如下六个步骤：步骤一：将石墨压制于不锈钢集流体上,得到三电极体系的工作电极；步骤二：用所述三电极体系制备插层石墨；步骤三：用去离子水清洗所述插层石墨；步骤四：真空干燥所述清洗后的插层石墨,得到干燥后的插层石墨；步骤五：将所述干燥后的插层石墨加入低温液化气体中浸泡至所述插层石墨冷却后取出；步骤六：将所述冷却后的插层石墨置于无氧环境中加热剥离,得到石墨烯。上述石墨烯的制备方法操作简单,易于实现工业化；且上述石墨烯的制备方法制备出的石墨烯的产率较高。",中国专利,,CNKI
Patent,1,涂伟萍;袁腾;陈卓;周显宏;王锋;胡剑青,氧化石墨烯改性超亲水超疏油油水分离膜及制备方法和应用,510640 广东省广州市天河区五山路381号,2014-03-12,CN103623709A,发明专利,"本发明公开了氧化石墨烯改性超亲水超疏油油水分离膜及制备方法和应用。该方法将亲水聚合物水敏剂与交联成膜剂按1：9～9：1混合,然后与纳米硅溶胶按质量比1：9～9：1溶于水中,磁力搅拌均匀配制成浓度1～99%的溶液,添加0.5～1%的氧化石墨烯作为无机交联剂,超声分散均匀；将100～300目织物丝网超声清洗,常温晾干,采用喷涂、浸涂或旋涂在丝网上成膜,烘干交联,得超亲水及水下超疏油的油水分离网膜。本发明的油水分离网膜在石墨烯的交联改性后具有优异的耐溶胀性和机械性能,在空气中对水和油的接触角均为0°,具有超亲水性；在水下对油滴的接触角大于150°,具有对油滴低粘附的特性。本发明的网膜可应用于油水混合...",中国专利,,CNKI
Patent,1,刘俊;张璐;王利祥,石墨烯分散剂、其制备方法及石墨烯的制备方法,130022 吉林省长春市人民大街5625号,2014-03-12,CN103623741A,发明专利,"本发明提供一种石墨烯分散剂,如式(I)、式(II)或式(III)所示。所述石墨烯分散剂由萘四甲酸二酰亚胺单元、阴离子基团和烷基链三个部分组成。首先,萘四甲酸二酰亚胺单元和石墨烯之间具有很强的吸引力,使整个分子可以和石墨烯结合起来。其次,阴离子基团具有很好的水溶性,使分子和石墨烯的结合体能够充分分散在水中。再次,烷基链隔离萘四甲酸二酰亚胺单元和阴离子基团,使两者独自发挥作用。因此,萘四甲酸二酰亚胺单元、阴离子基团、烷基链三者的结合,使本发明的石墨烯分散剂具有优异的石墨烯分散能力。使用所述石墨分散剂通过超声方法制备的石墨烯没有经过氧化-还原的过程,缺陷含量低,制备成本低。",中国专利,,CNKI
Patent,1,金万勤;娄ﾫh芸;刘公平,一种多孔陶瓷支撑的石墨烯膜的制备方法,210009 江苏省南京市鼓楼区新模范马路5号,2014-03-05,CN103611431A,发明专利,"本发明涉及一种多孔陶瓷支撑的石墨烯膜的制备方法,将无机陶瓷材料作为支撑体,石墨烯材料成膜材料涂覆于硅烷改性的无机陶瓷支撑体的一侧,可应用于渗透汽化法脱除有机溶剂中的水,以及工业生产其他领域的有机体系的分离。该复合膜结合了石墨烯材料独特的性质和陶瓷材料自身优势,克服一般有机材料和无机材料的固有局限；本发明方法工艺简单经济,适用范围广。",中国专利,,CNKI
Patent,1,马军;王海东,一种聚合物/石墨烯纳米复合膜的制备方法,150001 黑龙江省哈尔滨市南岗区西大直街92号,2014-03-05,CN103611432A,发明专利,"一种聚合物/石墨烯纳米复合膜的制备方法,它涉及一种聚合物/石墨烯纳米复合膜的制备方法,本发明的目的是为了要解决现有的聚合物膜材料亲水性差、易污染,特别容易被微生物以及胞外聚合物污染,从而导致难以大规模应用的问题,本发明的制备方法为：一、按质量份数取石墨烯纳米材料、聚合物、有机溶剂、有机添加剂、无机添加剂；二、制备石墨烯纳米材料悬浮液；三、制备铸膜液；四、将铸膜液在凝固浴介质中制膜,得到凝固膜,然后将凝固膜浸泡在去离子水中,即完成。本发明的纳米复合膜亲水性良好,不可逆污染水平显著降低,有效地提高了聚合物膜的抗污染能力,提高了水通量至,本发明应用于化工领域。",中国专利,,CNKI
Patent,1,王力;蔡新霞;刘春秀;蒋庭君;宋轶琳;石文韬;蔚文婧,聚吡咯/石墨烯修饰的双模神经微电极阵列芯片及制备方法,100190 北京市海淀区北四环西路19号,2014-03-12,CN103627631A,发明专利,"本发明公开了一种聚吡咯/石墨烯复合材料修饰的双模神经检测微电极阵列芯片及其制备方法,所述芯片包括：绝缘基底、多个焊盘、多条引线、四组微电极阵列,多个焊盘等间距分布在绝缘基底周边；绝缘基底表面中心位置处对称分布有四组微电极阵列,微电极阵列中的电极分别通过末端与焊盘连接的引线延伸至绝缘基底的四周边缘；微电极阵列的工作电极表面修饰有复合敏感膜材料。本发明还提出一种制备所述芯片的方法。本发明芯片克服了以往神经微电极阻抗大,离体生物组织与电极不易接触的缺点,具有阻抗低,生物相容性好的优点,以及石墨烯的存在增加了电极表面的粗糙度和不均匀性。本发明芯片功能集成化有利于离体脑片细胞和培养的神经细胞的发放检测。",中国专利,,CNKI
Patent,1,唐长林;王ﾘￅ,新型石墨烯导热涂料及其制备方法,315311 浙江省宁波市慈溪市慈东滨海区天叙路1号,2014-03-12,CN103627223A,发明专利,"本发明涉及涂料技术领域,具体涉及一种新型石墨烯导热涂料及其制备方法及其制备方法。采用石墨烯和纳米金刚石改性制备而成,所述石墨烯和纳米金刚石的重量比为1-10:1,石墨烯和纳米金刚石的加入总量占新型石墨烯导热涂料总量的百分比为0.1-5%。本发明与现有技术相比,具有较好的导热性,较好的成膜强度,与基体较高的结合强度,较好的耐磨性和显微硬度,抗蚀性好,耐化学性能,耐高温性能,固化快速,防锈以及抗紫外。",中国专利,,CNKI
Patent,1,王艳艳;彭长四;刘艳花;陈林森;李权,一种基于还原氧化石墨烯的气敏传感器及其制备方法,215123 江苏省苏州市工业园区仁爱路199号,2014-03-05,CN103616413A,发明专利,"本发明属于传感器技术领域,公开了一种基于还原氧化石墨烯的气敏传感器及其制备方法,通过将大尺寸氧化石墨烯分散液组装在氨基化的电极表面,并采用液体还原剂对组装的氧化石墨烯进行原位还原,从而得到还原氧化石墨烯气敏传感器；通过本发明的方法制备的还原氧化石墨烯气敏传感器对氨气分子具有优异的传感性能,此制备方法工艺简单,并且可控,适合于气敏传感器的大量制备。",中国专利,,CNKI
Patent,1,王彬;周晓庆;吴谊群;陈志敏;贺春英;苗守雷,室温氧化石墨烯/酞菁复合材料氨敏元件及其制备方法,150080 黑龙江省哈尔滨市南岗区学府路74号,2014-03-05,CN103616415A,发明专利,"室温氧化石墨烯/酞菁复合材料氨敏元件及其制备方法,它涉及一种氨敏元件及其制备方法。本发明是为了解决氧化石墨烯氨敏元件可逆性与选择性较差和金属酞菁为氨敏材料的气敏元件电阻值较高的技术问题。本方法如下：一、制备氧化石墨烯/酞菁复合氨敏材料；二、制备氧化石墨烯/酞菁复合材料气敏元件。本发明制备的室温氧化石墨烯/酞菁复合材料氨敏元件,室温下,在12.5ppm-3200ppmNH3浓度范围内具有较好的响应,而在较低浓度NH3范围内NH3浓度与响应间具有良好的线性关系,在不同浓度氨气中都具有良好的灵敏度、可逆性、稳定性。本发明属于气敏元件的制备领域。",中国专利,,CNKI
